Name,Category,Variation,DIY,Buy,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
dazed dress,dresses,Blue,No,1600,400,Blue,Light blue,Able Sisters,Summer,No,Cute,Yes
dazed dress,dresses,Green,No,1600,400,Green,Yellow,Able Sisters,Summer,No,Cute,Yes
denim overalls,dresses,Blue,No,1600,400,Light blue,White,Able Sisters,All Year,No,Simple,Yes
denim overalls,dresses,Brown,No,1600,400,Brown,Blue,Able Sisters,All Year,No,Simple,Yes
denim overalls,dresses,Beige,No,1600,400,Beige,White,Able Sisters,All Year,No,Simple,Yes
denim overalls,dresses,Avocado,No,1600,400,Green,Light blue,Able Sisters,All Year,No,Simple,Yes
denim overalls,dresses,White,No,1600,400,White,Black,Able Sisters,All Year,No,Simple,Yes
denim overalls,dresses,Orange,No,1600,400,Orange,Beige,Able Sisters,All Year,No,Simple,Yes
denim overalls,dresses,Red,No,1600,400,Red,Black,Able Sisters,All Year,No,Simple,Yes
denim overalls,dresses,Black,No,1600,400,Black,Green,Able Sisters,All Year,No,Simple,Yes
desert outfit,dresses,Purple,No,2520,630,Purple,White,Able Sisters,All Year,No,Elegant,Yes
desert outfit,dresses,Blue,No,2520,630,Light blue,White,Able Sisters,All Year,No,Elegant,Yes
desert outfit,dresses,Pink,No,2520,630,Pink,White,Able Sisters,All Year,No,Elegant,Yes
desert outfit,dresses,Yellow,No,2520,630,Yellow,White,Able Sisters,All Year,No,Elegant,Yes
desert-princess outfit,dresses,Blue,No,2520,630,Light blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
desert-princess outfit,dresses,Purple,No,2520,630,Purple,Purple,Able Sisters,All Year,No,Elegant,Yes
desert-princess outfit,dresses,Pink,No,2520,630,Pink,Pink,Able Sisters,All Year,No,Elegant,Yes
desert-princess outfit,dresses,Yellow,No,2520,630,Yellow,Yellow,Able Sisters,All Year,No,Elegant,Yes
diner uniform,dresses,Pink,No,1800,450,Pink,White,Able Sisters,All Year,No,Cute,Yes
diner uniform,dresses,Red,No,1800,450,Red,White,Able Sisters,All Year,No,Cute,Yes
diner uniform,dresses,Blue,No,1800,450,Blue,White,Able Sisters,All Year,No,Cute,Yes
diner uniform,dresses,Yellow,No,1800,450,Yellow,White,Able Sisters,All Year,No,Cute,Yes
diner uniform,dresses,Aquamarine,No,1800,450,Green,White,Able Sisters,All Year,No,Cute,Yes
diner uniform,dresses,Cream,No,1800,450,Beige,White,Able Sisters,All Year,No,Cute,Yes
diner uniform,dresses,Black,No,1800,450,Black,White,Able Sisters,All Year,No,Cute,Yes
dollhouse dress,dresses,Yellow,No,2800,700,Yellow,White,Able Sisters,Summer,No,Cute,Yes
dollhouse dress,dresses,Red,No,2800,700,Red,White,Able Sisters,Summer,No,Cute,Yes
dollhouse dress,dresses,Green,No,2800,700,Green,White,Able Sisters,Summer,No,Cute,Yes
dollhouse dress,dresses,Pink,No,2800,700,Pink,White,Able Sisters,Summer,No,Cute,Yes
dollhouse dress,dresses,Purple,No,2800,700,Purple,White,Able Sisters,Summer,No,Cute,Yes
dollhouse dress,dresses,Sky blue,No,2800,700,Blue,White,Able Sisters,Summer,No,Cute,Yes
dollhouse dress,dresses,Light blue,No,2800,700,White,White,Able Sisters,Summer,Yes,Cute,Yes
dragon suit,dresses,Yellow,No,2500,625,Yellow,Black,Able Sisters,All Year,No,Active,Yes
dreamy dress,dresses,Pink,No,2080,520,Pink,Purple,Able Sisters,All Year,No,Cute,Yes
dreamy dress,dresses,Yellow,No,2080,520,Yellow,Orange,Able Sisters,All Year,No,Cute,Yes
dreamy dress,dresses,Blue,No,2080,520,Light blue,Blue,Able Sisters,All Year,No,Cute,Yes
dreamy dress,dresses,Green,No,2080,520,Green,Green,Able Sisters,All Year,No,Cute,Yes
earth-egg outfit,dresses,,Yes,NFS,1200,Red,Yellow,Crafting,All Year,No,Active,Yes
egg party dress,dresses,,Yes,NFS,7200,Colorful,Colorful,Crafting,All Year,No,Gorgeous,Yes
egg-sushi costume,dresses,White,No,1600,400,Yellow,White,Able Sisters,All Year,No,Cute,Yes
elegant dress,dresses,Purple,No,2400,600,Purple,White,Able Sisters,All Year,No,Elegant,Yes
elegant dress,dresses,Blue,No,2400,600,Blue,White,Able Sisters,All Year,No,Elegant,Yes
elegant dress,dresses,Green,No,2400,600,Green,White,Able Sisters,All Year,No,Elegant,Yes
elegant dress,dresses,Berry red,No,2400,600,Red,White,Able Sisters,All Year,No,Elegant,Yes
elegant dress,dresses,Pink,No,2400,600,Pink,White,Able Sisters,All Year,No,Elegant,Yes
fairy dress,dresses,Green,No,3640,910,Green,Green,Able Sisters,All Year,No,Cute,Yes
fairy dress,dresses,Pink,No,3640,910,Pink,Pink,Able Sisters,All Year,No,Cute,Yes
fairy dress,dresses,Yellow,No,3640,910,Yellow,Orange,Able Sisters,All Year,No,Cute,Yes
fairy dress,dresses,Mint,No,3640,910,Light blue,Blue,Able Sisters,All Year,No,Cute,Yes
fairy dress,dresses,Purple,No,3640,910,Purple,Purple,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Red,No,2400,600,Red,White,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Pink,No,2400,600,Pink,White,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Yellow,No,2400,600,Yellow,White,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Green,No,2400,600,Green,White,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Blue,No,2400,600,Blue,White,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Light blue,No,2400,600,Light blue,White,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Light green,No,2400,600,Green,White,Able Sisters,All Year,No,Cute,Yes
fairy-tale dress,dresses,Orange,No,2400,600,Orange,White,Able Sisters,All Year,No,Cute,Yes
fancy kimono,dresses,Vermilion,No,5200,1300,Red,Green,Able Sisters,Winter,No,Gorgeous,Yes
fancy kimono,dresses,Green,No,5200,1300,Green,Red,Able Sisters,Winter,No,Gorgeous,Yes
fancy kimono,dresses,Indigo blue,No,5200,1300,Blue,White,Able Sisters,Winter,No,Gorgeous,Yes
fancy kimono,dresses,Pink,No,5200,1300,Pink,Red,Able Sisters,Winter,No,Gorgeous,Yes
fancy kimono,dresses,Purple,No,5200,1300,Purple,Beige,Able Sisters,Winter,No,Gorgeous,Yes
fancy kimono,dresses,Aqua,No,5200,1300,Light blue,Pink,Able Sisters,Winter,No,Gorgeous,Yes
fancy kimono,dresses,Pale orange,No,5200,1300,Orange,Light blue,Able Sisters,Winter,No,Gorgeous,Yes
fancy kimono,dresses,Parrot green,No,5200,1300,Green,Blue,Able Sisters,Winter,No,Gorgeous,Yes
fancy party dress,dresses,Blue,No,2400,600,Blue,Black,Able Sisters,All Year,No,Elegant,Yes
fancy party dress,dresses,Pink,No,2400,600,Pink,Pink,Able Sisters,All Year,No,Elegant,Yes
fancy party dress,dresses,Green,No,2400,600,Green,White,Able Sisters,All Year,No,Elegant,Yes
fancy party dress,dresses,Beige,No,2400,600,Beige,Brown,Able Sisters,All Year,No,Elegant,Yes
farmer overalls,dresses,Red,No,1600,400,Blue,Red,Able Sisters,All Year,Yes,Active,Yes
farmer overalls,dresses,Green,No,1600,400,Blue,Green,Able Sisters,All Year,No,Active,Yes
farmer overalls,dresses,Blue,No,1600,400,Blue,Light blue,Able Sisters,All Year,No,Active,Yes
farmer overalls,dresses,Yellow,No,1600,400,Blue,Yellow,Able Sisters,All Year,No,Active,Yes
farmer overalls,dresses,Gray,No,1600,400,Blue,Gray,Able Sisters,All Year,No,Active,Yes
fashionable royal dress,dresses,Green,No,6000,1500,Green,Green,Able Sisters,All Year,No,Gorgeous,Yes
fashionable royal dress,dresses,Blue,No,6000,1500,Blue,Blue,Able Sisters,All Year,No,Gorgeous,Yes
fashionable royal dress,dresses,Yellow,No,6000,1500,Orange,Orange,Able Sisters,All Year,No,Gorgeous,Yes
fashionable royal dress,dresses,Pink,No,6000,1500,Pink,Pink,Able Sisters,All Year,No,Gorgeous,Yes
fashionable royal dress,dresses,Purple,No,6000,1500,Purple,Purple,Able Sisters,All Year,No,Gorgeous,Yes
festive dress,dresses,Red,No,2400,600,Red,White,Able Sisters,All Year,No,Cute,Yes
festive-tree dress,dresses,Green & white,No,2240,560,Green,White,Able Sisters,All Year,No,Cute,Yes
festive-tree dress,dresses,Green & blue,No,2240,560,Green,Blue,Able Sisters,All Year,No,Cute,Yes
festive-tree dress,dresses,Green & red,No,2240,560,Green,Red,Able Sisters,All Year,No,Cute,Yes
festive-tree dress,dresses,Pink,No,2240,560,Pink,White,Able Sisters,All Year,No,Cute,Yes
festive-tree dress,dresses,Gold,No,2240,560,Beige,White,Able Sisters,All Year,No,Cute,Yes
festive-tree dress,dresses,Silver,No,2240,560,Gray,White,Able Sisters,All Year,No,Cute,Yes
figure-skating costume,dresses,Blue,No,2880,720,Light blue,Black,Able Sisters,All Year,No,Active,Yes
figure-skating costume,dresses,Red,No,2880,720,Red,Black,Able Sisters,All Year,No,Active,Yes
figure-skating costume,dresses,Green,No,2880,720,Green,Black,Able Sisters,All Year,No,Active,Yes
figure-skating costume,dresses,Purple,No,2880,720,Purple,Black,Able Sisters,All Year,No,Active,Yes
figure-skating costume,dresses,Pink,No,2880,720,Pink,Black,Able Sisters,All Year,No,Active,Yes
figure-skating costume,dresses,Yellow,No,2880,720,Yellow,Black,Able Sisters,All Year,No,Active,Yes
figure-skating costume,dresses,Black,No,2880,720,Gray,Black,Able Sisters,All Year,No,Active,Yes
figure-skating dress,dresses,Blue,No,2880,720,Light blue,Blue,Able Sisters,All Year,No,Active,Yes
figure-skating dress,dresses,Red,No,2880,720,Red,Red,Able Sisters,All Year,No,Active,Yes
figure-skating dress,dresses,Green,No,2880,720,Green,Green,Able Sisters,All Year,No,Active,Yes
figure-skating dress,dresses,Purple,No,2880,720,Purple,Purple,Able Sisters,All Year,No,Active,Yes
figure-skating dress,dresses,Pink,No,2880,720,Pink,Pink,Able Sisters,All Year,No,Active,Yes
figure-skating dress,dresses,Yellow,No,2880,720,Yellow,Orange,Able Sisters,All Year,No,Active,Yes
figure-skating dress,dresses,Black,No,2880,720,Gray,Black,Able Sisters,All Year,No,Active,Yes
firefighter uniform,dresses,Black,No,2240,560,Black,Yellow,Able Sisters,All Year,No,Active,Yes
firefighter uniform,dresses,Flame orange,No,2240,560,Orange,Yellow,Able Sisters,All Year,No,Active,Yes
firefighter uniform,dresses,Brown,No,2240,560,Brown,Orange,Able Sisters,All Year,No,Active,Yes
firefighter uniform,dresses,Lime yellow,No,2240,560,Yellow,Orange,Able Sisters,All Year,No,Active,Yes
firefighter uniform,dresses,Avocado,No,2240,560,Green,Yellow,Able Sisters,All Year,No,Active,Yes
fishing waders,dresses,Avocado,No,2000,500,Green,White,Able Sisters,All Year,No,Simple,Yes
fishing waders,dresses,Orange,No,2000,500,Orange,White,Able Sisters,All Year,No,Simple,Yes
fishing waders,dresses,Navy blue,No,2000,500,Blue,White,Able Sisters,All Year,No,Simple,Yes
fishing waders,dresses,Gray,No,2000,500,Gray,White,Able Sisters,All Year,No,Simple,Yes
flapper dress,dresses,Silver,No,2600,650,Gray,Gray,Able Sisters,All Year,No,Gorgeous,Yes
flapper dress,dresses,Gold,No,2600,650,Yellow,Yellow,Able Sisters,All Year,No,Gorgeous,Yes
flapper dress,dresses,Black,No,2600,650,Black,Black,Able Sisters,All Year,No,Gorgeous,Yes
flapper dress,dresses,Pink,No,2600,650,Pink,Pink,Able Sisters,All Year,No,Gorgeous,Yes
flapper dress,dresses,Green,No,2600,650,Green,Green,Able Sisters,All Year,No,Gorgeous,Yes
flashy kimono,dresses,Green,No,4800,1200,Green,Black,Able Sisters,All Year,No,Gorgeous,Yes
flashy kimono,dresses,Red,No,4800,1200,Red,Black,Able Sisters,All Year,No,Gorgeous,Yes
flashy kimono,dresses,Gold,No,4800,1200,Yellow,Black,Able Sisters,All Year,No,Gorgeous,Yes
flashy kimono,dresses,Blue,No,4800,1200,Blue,Black,Able Sisters,All Year,No,Gorgeous,Yes
flashy kimono,dresses,White,No,4800,1200,White,Black,Able Sisters,All Year,No,Gorgeous,Yes
flashy kimono,dresses,Fuchsia,No,4800,1200,Purple,Black,Able Sisters,All Year,No,Gorgeous,Yes
fleece pj's,dresses,Pink,No,1800,450,Pink,Pink,Able Sisters,Winter,Yes,Cute,Yes
fleece pj's,dresses,Beige,No,1800,450,Beige,Pink,Able Sisters,Winter,No,Cute,Yes
flight-crew uniform,dresses,Navy blue,No,2800,700,Blue,Red,Able Sisters,All Year,No,Elegant,Yes
flight-crew uniform,dresses,Black,No,2800,700,Black,Blue,Able Sisters,All Year,No,Elegant,Yes
flight-crew uniform,dresses,Light blue,No,2800,700,Light blue,Yellow,Able Sisters,All Year,No,Elegant,Yes
flight-crew uniform,dresses,Red,No,2800,700,Red,Purple,Able Sisters,All Year,No,Elegant,Yes
flight-crew uniform,dresses,Gray,No,2800,700,Gray,Pink,Able Sisters,All Year,No,Elegant,Yes
floral lace dress,dresses,Light blue,No,1820,455,Light blue,Light blue,Able Sisters,Summer,No,Elegant,Yes
floral lace dress,dresses,Pink,No,1820,455,Pink,Pink,Able Sisters,Summer,No,Elegant,Yes
floral lace dress,dresses,Blue,No,1820,455,Blue,Blue,Able Sisters,Summer,No,Elegant,Yes
floral lace dress,dresses,Ruby red,No,1820,455,Red,Red,Able Sisters,Summer,No,Elegant,Yes
floral lace dress,dresses,Orange,No,1820,455,Orange,Orange,Able Sisters,Summer,No,Elegant,Yes
floral lace dress,dresses,Green,No,1820,455,Green,Green,Able Sisters,Summer,No,Elegant,Yes
floral lace dress,dresses,Purple,No,1820,455,Purple,Purple,Able Sisters,Summer,No,Elegant,Yes
floral lace dress,dresses,Black,No,1820,455,Black,Black,Able Sisters,Summer,No,Elegant,Yes
flower-print dress,dresses,Pink,No,1200,300,Pink,White,Able Sisters,All Year,No,Cute,Yes
flower-print dress,dresses,Green,No,1200,300,Green,White,Able Sisters,All Year,No,Cute,Yes
folk-dance outfit,dresses,Red,No,2520,630,Red,Black,Able Sisters,All Year,No,Elegant,Yes
forest-print dress,dresses,Green,No,1540,385,Green,Green,Able Sisters,All Year,No,Elegant,Yes
forest-print dress,dresses,Brown,No,1540,385,Brown,Brown,Able Sisters,All Year,No,Elegant,Yes
forest-print dress,dresses,Purple,No,1540,385,Purple,Purple,Able Sisters,All Year,No,Elegant,Yes
forest-print dress,dresses,Pink,No,1540,385,Pink,Pink,Able Sisters,All Year,No,Elegant,Yes
forest-print dress,dresses,Pale blue,No,1540,385,Light blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
frilly dress,dresses,Pink,No,2000,500,Pink,Red,Able Sisters,All Year,No,Cute,Yes
frilly dress,dresses,Brown,No,2000,500,Orange,Brown,Able Sisters,All Year,No,Cute,Yes
frilly dress,dresses,Green,No,2000,500,Green,Green,Able Sisters,All Year,No,Cute,Yes
frilly dress,dresses,Yellow,No,2000,500,Yellow,Yellow,Able Sisters,All Year,No,Cute,Yes
frog costume,dresses,Green,No,1700,425,Green,Beige,Able Sisters,All Year,No,Cute,Yes
frog costume,dresses,Blue,No,1700,425,Light blue,Beige,Able Sisters,All Year,No,Cute,Yes
frog costume,dresses,Red,No,1700,425,Red,Beige,Able Sisters,All Year,No,Cute,Yes
frog costume,dresses,Yellow,No,1700,425,Yellow,Yellow,Able Sisters,All Year,No,Cute,Yes
frugal dress,dresses,Brown,No,490,122,Brown,Beige,Able Sisters,All Year,No,Simple,Yes
frugal dress,dresses,Green,No,490,122,Green,Green,Able Sisters,All Year,No,Simple,Yes
frugal dress,dresses,Blue-gray,No,490,122,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
frugal outfit,dresses,Brown,No,450,112,Beige,Brown,Able Sisters,All Year,No,Simple,Yes
frugal outfit,dresses,Green,No,450,112,Green,Green,Able Sisters,All Year,No,Simple,Yes
frugal outfit,dresses,Blue-gray,No,450,112,Light blue,Blue,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,Black,No,1120,280,Black,Black,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,White,No,1120,280,White,White,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,Red,No,1120,280,Red,Red,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,Blue,No,1120,280,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,Green,No,1120,280,Green,Green,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,Pink,No,1120,280,Pink,Pink,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,Gold,No,1120,280,Yellow,Yellow,Able Sisters,All Year,No,Simple,Yes
full-body tights,dresses,Silver,No,1120,280,Gray,Gray,Able Sisters,All Year,No,Simple,Yes
full-length dress with pearls,dresses,Black,No,2600,650,Black,White,Able Sisters,All Year,No,Gorgeous,Yes
full-length dress with pearls,dresses,Berry red,No,2600,650,Red,White,Able Sisters,All Year,No,Gorgeous,Yes
full-length dress with pearls,dresses,Beige,No,2600,650,Beige,White,Able Sisters,All Year,No,Gorgeous,Yes
full-length dress with pearls,dresses,Green,No,2600,650,Green,White,Able Sisters,All Year,No,Gorgeous,Yes
gizzard-shad-sushi costume,dresses,White,No,1440,360,Gray,White,Able Sisters,All Year,No,Cute,Yes
gold armor,dresses,Gold,Yes,NFS,80000,Yellow,Yellow,Crafting,All Year,No,Gorgeous,Yes
grape dress,dresses,Purple,No,1500,375,Purple,Green,Able Sisters,All Year,No,Cute,Yes
gumdrop dress,dresses,Pop,No,1800,450,Pink,Green,Able Sisters,All Year,No,Cute,Yes
gumdrop dress,dresses,Cool,No,1800,450,Purple,Light blue,Able Sisters,All Year,No,Cute,Yes
hakama,dresses,Plum,No,3180,795,Purple,Red,Able Sisters,All Year,No,Elegant,Yes
hakama,dresses,Green,No,3180,795,Green,Purple,Able Sisters,All Year,No,Elegant,Yes
hakama,dresses,Dark blue,No,3180,795,Blue,Green,Able Sisters,All Year,No,Elegant,Yes
hakama with crest,dresses,Black,No,4800,1200,Black,Gray,Able Sisters,All Year,No,Cool,Yes
hibiscus muumuu,dresses,Red,No,1800,450,Red,White,Able Sisters,Summer,No,Cute,Yes
hibiscus muumuu,dresses,Yellow,No,1800,450,Yellow,White,Able Sisters,Summer,No,Cute,Yes
hibiscus muumuu,dresses,Pink,No,1800,450,Pink,White,Able Sisters,Summer,Yes,Cute,Yes
hot-dog costume,dresses,Mustard,No,1280,320,Red,Orange,Able Sisters,All Year,No,Active,Yes
house-print dress,dresses,White,No,1600,400,Light blue,Pink,Able Sisters,All Year,No,Cute,Yes
house-print dress,dresses,Yellow,No,1600,400,Yellow,Blue,Able Sisters,All Year,No,Cute,Yes
ice-hockey uniform,dresses,White & red,No,2640,660,White,Red,Able Sisters,Winter,No,Active,Yes
ice-hockey uniform,dresses,White & blue,No,2640,660,White,Blue,Able Sisters,Winter,No,Active,Yes
ice-hockey uniform,dresses,Berry red,No,2640,660,Red,Black,Able Sisters,Winter,No,Active,Yes
ice-hockey uniform,dresses,Blue,No,2640,660,Blue,Black,Able Sisters,Winter,No,Active,Yes
ice-hockey uniform,dresses,Green,No,2640,660,Green,Black,Able Sisters,Winter,No,Active,Yes
ice-hockey uniform,dresses,Orange,No,2640,660,Orange,Black,Able Sisters,Winter,No,Active,Yes
ice-hockey uniform,dresses,Light blue,No,2640,660,Light blue,Black,Able Sisters,Winter,No,Active,Yes
ice-hockey uniform,dresses,Gray,No,2640,660,Gray,Black,Able Sisters,Winter,No,Active,Yes
icy dress,dresses,Ice blue,No,5200,1300,Light blue,Light blue,Able Sisters,Winter,No,Gorgeous,Yes
impish costume,dresses,Black,No,2240,560,Black,Black,Able Sisters,All Year,No,Cool,Yes
impish costume,dresses,Red,No,2240,560,Red,Red,Able Sisters,All Year,No,Cool,Yes
instant-muscles suit,dresses,Purple,No,2280,570,Purple,Black,Able Sisters,All Year,No,Active,Yes
instant-muscles suit,dresses,Green,No,2280,570,Green,Black,Able Sisters,All Year,No,Active,Yes
instant-muscles suit,dresses,Light blue,No,2280,570,Light blue,Black,Able Sisters,All Year,No,Active,Yes
instant-muscles suit,dresses,Orange,No,2280,570,Orange,Black,Able Sisters,All Year,No,Active,Yes
instant-muscles suit,dresses,Lime,No,2280,570,Green,Black,Able Sisters,All Year,No,Active,Yes
instant-muscles suit,dresses,Red,No,2280,570,Red,Black,Able Sisters,All Year,No,Active,Yes
instant-muscles suit,dresses,Blue,No,2280,570,Blue,Black,Able Sisters,All Year,No,Active,Yes
instant-muscles suit,dresses,Yellow,No,2280,570,Yellow,Black,Able Sisters,All Year,No,Active,Yes
iron armor,dresses,Gray,Yes,NFS,6000,Gray,Gray,Crafting,All Year,No,Cool,Yes
jester costume,dresses,Purple & yellow,No,2240,560,Purple,Yellow,Able Sisters,All Year,No,Active,Yes
jester costume,dresses,Black & white,No,2240,560,Black,White,Able Sisters,All Year,No,Active,Yes
jester costume,dresses,Red & blue,No,2240,560,Red,Light blue,Able Sisters,All Year,No,Active,Yes
jester costume,dresses,Green & red,No,2240,560,Green,Orange,Able Sisters,All Year,No,Active,Yes
jinbei,dresses,Dark blue,No,1820,455,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
jinbei,dresses,Fuchsia,No,1820,455,Purple,Purple,Able Sisters,All Year,No,Simple,Yes
jinbei,dresses,Gray,No,1820,455,Gray,Gray,Able Sisters,All Year,No,Simple,Yes
jockey uniform,dresses,Sash,No,1920,480,Pink,Blue,Able Sisters,All Year,No,Active,Yes
jockey uniform,dresses,Checkered,No,1920,480,Orange,Yellow,Able Sisters,All Year,No,Active,Yes
jockey uniform,dresses,Diamonds,No,1920,480,Green,Blue,Able Sisters,All Year,No,Active,Yes
jockey uniform,dresses,Ring,No,1920,480,Yellow,Light blue,Able Sisters,All Year,No,Active,Yes
jockey uniform,dresses,Stars,No,1920,480,Blue,Pink,Able Sisters,All Year,No,Active,Yes
jockey uniform,dresses,Double sash,No,1920,480,Red,Green,Able Sisters,All Year,No,Active,Yes
jockey uniform,dresses,Vertical stripes,No,1920,480,Black,Yellow,Able Sisters,All Year,No,Active,Yes
jockey uniform,dresses,Zigzag,No,1920,480,White,Orange,Able Sisters,All Year,No,Active,Yes
judogi,dresses,White,No,1760,440,White,Black,Able Sisters,All Year,No,Active,Yes
judogi,dresses,Blue,No,1760,440,Blue,Black,Able Sisters,All Year,No,Active,Yes
